TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,ContinentId,RegionId,CountryId,UserCityId,CityName,CityCountryId,Continent,Region,Country,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionType,AttractionCity,Season,MonthsSinceFirstVisit
29066,1038,2024,3,Couples,22,5,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Spring,51
29067,1725,2023,11,Family,133,5,1,1,1,2,Lyon,1,Asia,South East Asia,Indonesia,70,14,Suva Cascades,"197 Main Road, Suva",Waterfalls,Suva,Autumn,47
29068,270,2021,10,Couples,40,5,2,7,31,60,Wellington,31,Europe,Northern Europe,Denmark,14,10,Barcelona Conservation Area,"103 Main Road, Barcelona",National Parks,Barcelona,Autumn,22
29069,2724,2023,12,Couples,172,5,4,12,47,94,Athens,47,South America,South America,Peru,14,7,Barcelona Volcano,"50 Main Road, Barcelona",Volcanos,Barcelona,Winter,48
29071,290,2022,11,Family,50,5,1,2,7,15,Nairobi,7,Asia,South Asia,India,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Autumn,35
29072,1843,2024,12,Couples,58,4,1,2,10,21,Havana,10,Asia,South Asia,Bangladesh,4,1,Paris Shore,"49 Main Road, Paris",Beaches,Paris,Winter,60
29073,1015,2022,8,Friends,50,4,5,14,54,104,Oslo,54,Africa,West Africa,Nigeria,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Summer,32
29074,985,2022,11,Family,75,5,2,6,24,46,Taipei,24,Europe,Southern Europe,Italy,57,4,Copenhagen Cathedral,"93 Main Road, Copenhagen",Religious Sites,Copenhagen,Autumn,35
29075,1139,2024,9,Friends,178,5,3,10,41,82,Chennai,41,North America,Central America,Guatemala,85,12,Santiago Quarter,"22 Main Road, Santiago",Neighborhoods,Santiago,Autumn,57
29076,1473,2022,9,Couples,141,5,1,1,1,1,Dar Es Salaam,1,Asia,South East Asia,Indonesia,98,8,Lisbon Caves,"63 Main Road, Lisbon",Caverns & Caves,Lisbon,Autumn,33
29077,1801,2021,10,Friends,208,3,2,6,26,52,Manila,26,Europe,Southern Europe,Greece,24,8,Phuket Cavern,"198 Main Road, Phuket",Caverns & Caves,Phuket,Autumn,22
29078,481,2024,2,Business,22,3,3,9,38,74,Seoul,38,North America,Northern America,Mexico,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Winter,50
29079,2247,2024,10,Family,230,5,2,8,34,67,Mexico City,34,Europe,Eastern Europe,Hungary,40,14,Tunis Falls,"73 Main Road, Tunis",Waterfalls,Tunis,Autumn,58
29080,109,2024,11,Friends,174,3,1,3,14,29,Port Moresby,14,Asia,East Asia,South Korea,14,9,Barcelona Hot Springs,"340 Main Road, Barcelona",Spas,Barcelona,Autumn,59
29081,2064,2020,1,Couples,293,4,5,14,54,106,Lagos,54,Africa,West Africa,Nigeria,34,4,Toronto Cathedral,"54 Main Road, Toronto",Religious Sites,Toronto,Winter,1
29082,623,2021,3,Family,5,4,5,15,57,113,Osaka,57,Africa,Southern Africa,South Africa,56,8,Dhaka Cavern,"107 Main Road, Dhaka",Caverns & Caves,Dhaka,Spring,15
29083,1261,2024,5,Couples,255,5,3,11,42,84,Madrid,42,North America,Caribbean,Jamaica,86,15,Windhoek Ballet Theatre,"361 Main Road, Windhoek",Ballets,Windhoek,Spring,53
29084,1651,2021,1,Family,264,3,2,8,34,67,Mexico City,34,Europe,Eastern Europe,Hungary,33,5,Singapore Nature Park,"311 Main Road, Singapore",Nature & Wildlife Areas,Singapore,Winter,13
29085,1887,2024,11,Business,163,5,1,1,5,10,Shanghai,5,Asia,South East Asia,Vietnam,1,13,Dar es Salaam Street Market,"80 Main Road, Dar es Salaam",Flea & Street Markets,Dar Es Salaam,Autumn,59
29086,2352,2021,7,Family,271,5,1,1,5,12,Tel Aviv,5,Asia,South East Asia,Vietnam,90,1,Surabaya Shore,"20 Main Road, Surabaya",Beaches,Surabaya,Summer,19
29087,1497,2023,11,Friends,326,5,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Autumn,47
29088,2626,2024,11,Solo,50,5,1,2,11,23,Lahore,11,Asia,South Asia,Pakistan,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Autumn,59
29089,2865,2022,9,Family,50,4,3,10,39,75,Beijing,39,North America,Central America,Costa Rica,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Autumn,33
29090,2923,2023,8,Friends,26,4,1,1,4,9,Brussels,4,Asia,South East Asia,Thailand,132,3,Los Angeles Heritage Centre,"189 Main Road, Los Angeles",History Museums,Los Angeles,Summer,44
29091,925,2022,8,Friends,326,5,1,1,3,7,Athens,3,Asia,South East Asia,Singapore,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,32
29092,130,2023,10,Couples,268,5,5,16,61,121,Toronto,61,Africa,North Africa,Morocco,38,10,Melbourne National Park,"222 Main Road, Melbourne",National Parks,Melbourne,Autumn,46
29093,2124,2023,5,Business,61,4,3,11,43,86,Windhoek,43,North America,Caribbean,Cuba,97,13,Shanghai Night Market,"286 Main Road, Shanghai",Flea & Street Markets,Shanghai,Spring,41
29094,743,2023,6,Business,308,4,2,8,33,64,Berlin,33,Europe,Eastern Europe,Czech Republic,99,9,Tel Aviv Thermal Spa,"175 Main Road, Tel Aviv",Spas,Tel Aviv,Summer,42
29095,2289,2024,9,Couples,294,4,1,3,15,30,Dakar,15,Asia,East Asia,Taiwan,95,2,Dubai Temple Ruins,"27 Main Road, Dubai",Ancient Ruins,Dubai,Autumn,57
29096,17,2024,3,Couples,202,3,3,11,44,88,Dar Es Salaam,44,North America,Caribbean,Dominican Republic,2,6,Lyon Water Park,"173 Main Road, Lyon",Water Parks,Lyon,Spring,51
29097,2307,2021,10,Friends,308,4,1,2,8,16,Panama City,8,Asia,South Asia,Sri Lanka,99,9,Tel Aviv Thermal Spa,"175 Main Road, Tel Aviv",Spas,Tel Aviv,Autumn,22
29098,225,2024,12,Business,149,4,1,2,10,21,Havana,10,Asia,South Asia,Bangladesh,61,5,Kampala Sanctuary,"255 Main Road, Kampala",Nature & Wildlife Areas,Kampala,Winter,60
29099,2624,2020,6,Friends,153,5,1,4,17,35,Bandung,17,Asia,Western Asia,Saudi Arabia,46,7,Taipei Mount,"183 Main Road, Taipei",Volcanos,Taipei,Summer,6
29100,1903,2024,5,Couples,60,4,5,15,57,114,Cairo,57,Africa,Southern Africa,South Africa,27,12,Cairo Quarter,"80 Main Road, Cairo",Neighborhoods,Cairo,Spring,53
29101,543,2024,9,Business,178,2,2,6,25,50,Guatemala City,25,Europe,Southern Europe,Spain,85,12,Santiago Quarter,"22 Main Road, Santiago",Neighborhoods,Santiago,Autumn,57
29102,1472,2023,2,Business,102,3,1,3,14,29,Port Moresby,14,Asia,East Asia,South Korea,26,13,Osaka Night Market,"391 Main Road, Osaka",Flea & Street Markets,Osaka,Winter,38
29103,1463,2023,7,Couples,276,5,2,7,29,56,Dhaka,29,Europe,Northern Europe,Sweden,122,14,Bandung Falls,"249 Main Road, Bandung",Waterfalls,Bandung,Summer,43
29104,2623,2021,7,Family,86,3,1,1,1,1,Dar Es Salaam,1,Asia,South East Asia,Indonesia,37,14,Stockholm Waterfall,"368 Main Road, Stockholm",Waterfalls,Stockholm,Summer,19
29105,1533,2024,7,Family,11,5,1,2,9,19,Lagos,9,Asia,South Asia,Nepal,54,13,Sao Paulo Bazaar,"71 Main Road, Sao Paulo",Flea & Street Markets,Sao Paulo,Summer,55
29106,1609,2022,12,Business,238,4,3,11,42,84,Madrid,42,North America,Caribbean,Jamaica,28,10,Riyadh Conservation Area,"147 Main Road, Riyadh",National Parks,Riyadh,Winter,36
29107,923,2023,11,Business,265,3,1,1,3,7,Athens,3,Asia,South East Asia,Singapore,33,15,Singapore Performing Arts Centre,"394 Main Road, Singapore",Ballets,Singapore,Autumn,47
29108,2160,2022,2,Family,237,5,1,1,5,12,Tel Aviv,5,Asia,South East Asia,Vietnam,103,7,Panama City Mount,"305 Main Road, Panama City",Volcanos,Panama City,Winter,26
29109,173,2022,5,Solo,52,4,2,6,26,52,Manila,26,Europe,Southern Europe,Greece,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Spring,29
29110,2900,2023,11,Couples,303,5,4,12,47,94,Athens,47,South America,South America,Peru,18,4,Jakarta Mosque,"261 Main Road, Jakarta",Religious Sites,Jakarta,Autumn,47
29111,1769,2024,10,Family,76,5,4,12,46,92,Sydney,46,South America,South America,Argentina,119,6,Santo Domingo Splash World,"242 Main Road, Santo Domingo",Water Parks,Santo Domingo,Autumn,58
29112,2512,2024,12,Couples,52,4,3,10,40,77,Lima,40,North America,Central America,Panama,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Winter,60
29113,2322,2022,4,Family,308,3,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,99,9,Tel Aviv Thermal Spa,"175 Main Road, Tel Aviv",Spas,Tel Aviv,Spring,28
29114,669,2021,1,Friends,50,5,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Winter,13
29115,825,2024,8,Couples,202,5,3,9,37,72,Accra,37,North America,Northern America,Canada,2,6,Lyon Water Park,"173 Main Road, Lyon",Water Parks,Lyon,Summer,56
29116,788,2023,12,Couples,41,5,3,9,38,74,Seoul,38,North America,Northern America,Mexico,103,15,Panama City Opera House,"66 Main Road, Panama City",Ballets,Panama City,Winter,48
29117,673,2023,9,Couples,207,5,1,2,10,21,Havana,10,Asia,South Asia,Bangladesh,2,5,Lyon Wildlife Reserve,"126 Main Road, Lyon",Nature & Wildlife Areas,Lyon,Autumn,45
29118,62,2020,10,Business,42,4,1,2,7,15,Nairobi,7,Asia,South Asia,India,127,8,Tunis Caves,"174 Main Road, Tunis",Caverns & Caves,Tunis,Autumn,10
29119,2463,2023,11,Couples,22,4,5,14,54,104,Oslo,54,Africa,West Africa,Nigeria,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Autumn,47
29120,1552,2020,12,Friends,293,4,5,14,56,110,Lahore,56,Africa,West Africa,Senegal,34,4,Toronto Cathedral,"54 Main Road, Toronto",Religious Sites,Toronto,Winter,12
29121,1733,2020,8,Friends,303,4,1,1,5,12,Tel Aviv,5,Asia,South East Asia,Vietnam,18,4,Jakarta Mosque,"261 Main Road, Jakarta",Religious Sites,Jakarta,Summer,8
29122,1413,2022,3,Family,242,5,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,107,6,Istanbul Aqua Park,"363 Main Road, Istanbul",Water Parks,Istanbul,Spring,27
29123,410,2022,9,Business,134,3,3,10,39,76,Milan,39,North America,Central America,Costa Rica,9,4,Brussels Temple,"372 Main Road, Brussels",Religious Sites,Brussels,Autumn,33
29124,1221,2024,3,Couples,309,5,1,4,19,37,Stockholm,19,Asia,Western Asia,Turkey,97,13,Shanghai Street Market,"397 Main Road, Shanghai",Flea & Street Markets,Shanghai,Spring,51
29125,838,2024,2,Family,186,5,5,13,53,101,Barcelona,53,Africa,East Africa,Ethiopia,102,9,Nairobi Thermal Spa,"231 Main Road, Nairobi",Spas,Nairobi,Winter,50
29126,2668,2023,8,Couples,142,4,1,2,11,23,Lahore,11,Asia,South Asia,Pakistan,74,15,Seoul Opera House,"374 Main Road, Seoul",Ballets,Seoul,Summer,44
29127,2071,2021,1,Family,304,3,2,5,22,44,Amsterdam,22,Europe,Western Europe,Netherlands,28,1,Riyadh Shore,"97 Main Road, Riyadh",Beaches,Riyadh,Winter,13
29128,545,2023,8,Friends,188,3,2,6,27,54,Sao Paulo,27,Europe,Southern Europe,Portugal,86,7,Windhoek Volcano,"60 Main Road, Windhoek",Volcanos,Windhoek,Summer,44
29129,2073,2024,10,Family,326,4,2,5,23,45,Los Angeles,23,Europe,Western Europe,Belgium,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Autumn,58
29130,1598,2022,9,Business,239,3,4,12,45,89,Lyon,45,South America,South America,Brazil,86,12,Windhoek District,"136 Main Road, Windhoek",Neighborhoods,Windhoek,Autumn,33
29131,264,2022,2,Friends,247,5,2,5,21,43,Rio De Janeiro,21,Europe,Western Europe,Germany,96,10,Brussels Reserve,"71 Main Road, Brussels",National Parks,Brussels,Winter,26
29132,225,2023,6,Couples,252,4,1,2,10,21,Havana,10,Asia,South Asia,Bangladesh,110,7,Lahore Volcano,"281 Main Road, Lahore",Volcanos,Lahore,Summer,42
29133,484,2024,8,Family,237,5,5,15,59,117,Dakar,59,Africa,Southern Africa,Namibia,103,7,Panama City Mount,"305 Main Road, Panama City",Volcanos,Panama City,Summer,56
29134,2413,2022,1,Couples,317,5,5,15,57,113,Osaka,57,Africa,Southern Africa,South Africa,106,5,Lagos Wildlife Reserve,"99 Main Road, Lagos",Nature & Wildlife Areas,Lagos,Winter,25
29135,2473,2022,11,Business,103,5,2,8,33,65,Kingston,33,Europe,Eastern Europe,Czech Republic,56,5,Dhaka Nature Park,"312 Main Road, Dhaka",Nature & Wildlife Areas,Dhaka,Autumn,35
29136,1774,2024,8,Couples,165,5,4,12,46,93,Penang,46,South America,South America,Argentina,127,14,Tunis Falls,"3 Main Road, Tunis",Waterfalls,Tunis,Summer,56
29137,62,2023,7,Family,246,4,1,2,7,15,Nairobi,7,Asia,South Asia,India,66,1,Johannesburg Shore,"367 Main Road, Johannesburg",Beaches,Johannesburg,Summer,43
29138,920,2021,3,Solo,118,5,5,16,60,120,Singapore,60,Africa,North Africa,Egypt,15,9,Nairobi Wellness Retreat,"253 Main Road, Nairobi",Spas,Nairobi,Spring,15
29139,1119,2021,3,Couples,306,5,2,8,32,63,Rome,32,Europe,Eastern Europe,Poland,105,6,Jakarta Water Park,"114 Main Road, Jakarta",Water Parks,Jakarta,Spring,15
29140,813,2021,3,Couples,192,4,4,12,45,90,Surabaya,45,South America,South America,Brazil,112,2,Chicago Ancient City,"171 Main Road, Chicago",Ancient Ruins,Chicago,Spring,15
29141,1700,2023,2,Family,50,4,5,16,61,121,Toronto,61,Africa,North Africa,Morocco,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Winter,38
29142,202,2023,7,Family,339,5,5,15,57,112,Chicago,57,Africa,Southern Africa,South Africa,9,11,Brussels Monument,"97 Main Road, Brussels",Points Of Interest & Landmarks,Brussels,Summer,43
29143,79,2022,5,Family,96,3,3,10,41,81,Colombo,41,North America,Central America,Guatemala,109,4,Buenos Aires Mosque,"228 Main Road, Buenos Aires",Religious Sites,Buenos Aires,Spring,29
29144,1720,2021,10,Business,307,4,1,4,18,36,Gaborone,18,Asia,Western Asia,Israel,87,1,Hanoi Bay,"316 Main Road, Hanoi",Beaches,Hanoi,Autumn,22
29145,760,2023,9,Solo,52,3,4,12,45,89,Lyon,45,South America,South America,Brazil,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Autumn,45
29146,2022,2023,2,Family,326,5,5,16,62,124,Stockholm,62,Africa,North Africa,Tunisia,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Winter,38
29147,2309,2022,11,Solo,22,4,5,15,57,113,Osaka,57,Africa,Southern Africa,South Africa,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Autumn,35
29148,1784,2023,10,Solo,96,4,1,1,5,,Unknown,,Asia,South East Asia,Vietnam,109,4,Buenos Aires Mosque,"228 Main Road, Buenos Aires",Religious Sites,Buenos Aires,Autumn,46
29149,2971,2021,1,Couples,114,3,5,14,54,106,Lagos,54,Africa,West Africa,Nigeria,71,12,Delhi District,"366 Main Road, Delhi",Neighborhoods,Delhi,Winter,13
29150,1873,2021,11,Solo,326,4,5,14,56,111,Phuket,56,Africa,West Africa,Senegal,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Autumn,23
29151,2304,2024,5,Couples,264,2,3,11,43,86,Windhoek,43,North America,Caribbean,Cuba,33,5,Singapore Nature Park,"311 Main Road, Singapore",Nature & Wildlife Areas,Singapore,Spring,53
29152,1865,2022,3,Solo,52,2,2,6,26,51,Warsaw,26,Europe,Southern Europe,Greece,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Spring,27
29153,2413,2023,2,Couples,341,5,5,15,57,113,Osaka,57,Africa,Southern Africa,South Africa,32,11,Santo Domingo Monument,"2 Main Road, Santo Domingo",Points Of Interest & Landmarks,Santo Domingo,Winter,38
29154,1091,2020,4,Couples,81,5,1,1,5,10,Shanghai,5,Asia,South East Asia,Vietnam,104,8,Oslo Caves,"95 Main Road, Oslo",Caverns & Caves,Oslo,Spring,4
29155,1213,2023,4,Family,177,5,5,13,50,98,Lisbon,50,Africa,East Africa,Kenya,110,2,Lahore Ancient City,"392 Main Road, Lahore",Ancient Ruins,Lahore,Spring,40
29156,955,2021,1,Family,22,4,1,3,12,25,Chicago,12,Asia,East Asia,China,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Winter,13
29157,1687,2024,12,Family,318,4,5,13,53,102,Nairobi,53,Africa,East Africa,Ethiopia,88,9,Dar es Salaam Wellness Retreat,"182 Main Road, Dar es Salaam",Spas,Dar Es Salaam,Winter,60
29158,1037,2023,4,Family,325,2,3,11,42,83,Bogota,42,North America,Caribbean,Jamaica,68,5,New York Nature Park,"345 Main Road, New York",Nature & Wildlife Areas,New York,Spring,40
29159,2964,2023,1,Friends,150,4,5,14,55,109,Buenos Aires,55,Africa,West Africa,Ghana,45,2,Los Angeles Ancient City,"235 Main Road, Los Angeles",Ancient Ruins,Los Angeles,Winter,37
29160,1765,2024,6,Solo,195,5,1,1,5,12,Tel Aviv,5,Asia,South East Asia,Vietnam,121,13,Toronto Street Market,"235 Main Road, Toronto",Flea & Street Markets,Toronto,Summer,54
29161,955,2022,8,Friends,306,5,1,3,12,25,Chicago,12,Asia,East Asia,China,105,6,Jakarta Water Park,"114 Main Road, Jakarta",Water Parks,Jakarta,Summer,32
29163,2319,2024,8,Friends,290,4,2,8,35,68,New York,35,Europe,Eastern Europe,Romania,105,2,Jakarta Temple Ruins,"399 Main Road, Jakarta",Ancient Ruins,Jakarta,Summer,56
29164,2413,2021,11,Friends,326,5,5,15,57,113,Osaka,57,Africa,Southern Africa,South Africa,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Autumn,23
29165,1853,2022,1,Family,234,4,1,1,4,8,Dubai,4,Asia,South East Asia,Thailand,4,11,Paris Tower,"34 Main Road, Paris",Points Of Interest & Landmarks,Paris,Winter,25
29166,10,2023,5,Friends,73,3,3,11,44,,Unknown,,North America,Caribbean,Dominican Republic,25,10,Chicago Conservation Area,"8 Main Road, Chicago",National Parks,Chicago,Spring,41
29167,2586,2023,2,Solo,85,4,3,9,37,72,Accra,37,North America,Northern America,Canada,31,3,Mumbai Museum,"124 Main Road, Mumbai",History Museums,Mumbai,Winter,38
29168,2734,2024,12,Family,171,5,5,13,51,99,Tel Aviv,51,Africa,East Africa,Tanzania,112,13,Chicago Bazaar,"17 Main Road, Chicago",Flea & Street Markets,Chicago,Winter,60
29169,2597,2020,12,Friends,282,5,2,6,27,54,Sao Paulo,27,Europe,Southern Europe,Portugal,2,8,Lyon Grotto,"341 Main Road, Lyon",Caverns & Caves,Lyon,Winter,12
29170,1965,2023,7,Family,52,3,1,1,6,14,Barcelona,6,Asia,South East Asia,Philippines,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Summer,43
29171,108,2021,7,Friends,12,4,6,18,66,132,Los Angeles,66,Oceania,Melanesia,Papua New Guinea,12,7,Tel Aviv Volcano,"303 Main Road, Tel Aviv",Volcanos,Tel Aviv,Summer,19
29172,2858,2023,4,Business,328,4,3,10,40,78,Budapest,40,North America,Central America,Panama,9,7,Brussels Crater,"312 Main Road, Brussels",Volcanos,Brussels,Spring,40
29173,224,2023,6,Family,210,5,1,3,13,27,Cairo,13,Asia,East Asia,Japan,65,14,Kingston Waterfall,"23 Main Road, Kingston",Waterfalls,Kingston,Summer,42
29174,494,2023,2,Couples,272,4,1,4,17,35,Bandung,17,Asia,Western Asia,Saudi Arabia,1,6,Dar es Salaam Splash World,"270 Main Road, Dar es Salaam",Water Parks,Dar Es Salaam,Winter,38
29175,1829,2022,11,Family,206,5,1,2,10,21,Havana,10,Asia,South Asia,Bangladesh,114,13,Cairo Street Market,"208 Main Road, Cairo",Flea & Street Markets,Cairo,Autumn,35
29176,1316,2024,5,Family,289,4,3,10,39,76,Milan,39,North America,Central America,Costa Rica,104,12,Oslo Quarter,"55 Main Road, Oslo",Neighborhoods,Oslo,Spring,53
29177,2248,2024,1,Solo,79,4,1,1,2,4,Paris,2,Asia,South East Asia,Malaysia,55,14,Marrakesh Falls,"261 Main Road, Marrakesh",Waterfalls,Marrakesh,Winter,49
29178,1843,2024,11,Solo,291,5,1,2,10,21,Havana,10,Asia,South Asia,Bangladesh,17,13,Oslo Street Market,"238 Main Road, Oslo",Flea & Street Markets,Oslo,Autumn,59
29179,16,2020,7,Family,326,3,1,1,1,2,Lyon,1,Asia,South East Asia,Indonesia,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,7
29180,1873,2023,3,Friends,51,4,5,14,56,111,Phuket,56,Africa,West Africa,Senegal,54,2,Sao Paulo Archaeological Park,"62 Main Road, Sao Paulo",Ancient Ruins,Sao Paulo,Spring,39
29181,2553,2024,4,Friends,103,4,2,8,33,64,Berlin,33,Europe,Eastern Europe,Czech Republic,56,5,Dhaka Nature Park,"312 Main Road, Dhaka",Nature & Wildlife Areas,Dhaka,Spring,52
29183,524,2023,8,Couples,230,5,1,2,11,23,Lahore,11,Asia,South Asia,Pakistan,40,14,Tunis Falls,"73 Main Road, Tunis",Waterfalls,Tunis,Summer,44
29184,984,2022,2,Friends,59,5,5,16,61,122,Bandung,61,Africa,North Africa,Morocco,27,5,Cairo Sanctuary,"278 Main Road, Cairo",Nature & Wildlife Areas,Cairo,Winter,26
29185,392,2023,3,Business,53,4,1,4,18,36,Gaborone,18,Asia,Western Asia,Israel,79,11,Bengaluru Tower,"79 Main Road, Bengaluru",Points Of Interest & Landmarks,Bengaluru,Spring,39
29186,2234,2024,6,Business,82,3,5,14,55,108,Havana,55,Africa,West Africa,Ghana,100,15,London Performing Arts Centre,"326 Main Road, London",Ballets,London,Summer,54
29187,1828,2021,6,Solo,181,5,2,5,21,42,Cape Town,21,Europe,Western Europe,Germany,21,7,Havana Crater,"37 Main Road, Havana",Volcanos,Havana,Summer,18
29188,1397,2020,4,Friends,205,5,5,14,54,105,Jakarta,54,Africa,West Africa,Nigeria,54,9,Sao Paulo Hot Springs,"368 Main Road, Sao Paulo",Spas,Sao Paulo,Spring,4
29189,860,2024,10,Solo,220,5,1,3,12,25,Chicago,12,Asia,East Asia,China,103,3,Panama City Historical Museum,"155 Main Road, Panama City",History Museums,Panama City,Autumn,58
29190,2343,2022,6,Couples,209,5,2,8,34,67,Mexico City,34,Europe,Eastern Europe,Hungary,133,1,Taipei Beach,"29 Main Road, Taipei",Beaches,Taipei,Summer,30
29191,2354,2022,5,Solo,130,5,1,3,13,27,Cairo,13,Asia,East Asia,Japan,12,3,Tel Aviv Museum,"226 Main Road, Tel Aviv",History Museums,Tel Aviv,Spring,29
29192,1410,2024,4,Business,33,2,1,2,10,21,Havana,10,Asia,South Asia,Bangladesh,17,4,Oslo Mosque,"291 Main Road, Oslo",Religious Sites,Oslo,Spring,52
29193,410,2021,7,Solo,326,5,3,10,39,76,Milan,39,North America,Central America,Costa Rica,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,19
29194,1321,2022,12,Couples,22,5,3,11,43,86,Windhoek,43,North America,Caribbean,Cuba,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Winter,36
29195,2682,2021,1,Couples,72,5,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,82,12,Chennai Quarter,"187 Main Road, Chennai",Neighborhoods,Chennai,Winter,13
29196,1707,2021,8,Couples,326,5,5,15,58,115,Riyadh,58,Africa,Southern Africa,Botswana,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,20
29197,2245,2023,9,Family,39,3,3,11,44,87,Hanoi,44,North America,Caribbean,Dominican Republic,72,4,Accra Mosque,"117 Main Road, Accra",Religious Sites,Accra,Autumn,45
29198,843,2023,12,Friends,50,5,2,8,32,63,Rome,32,Europe,Eastern Europe,Poland,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Winter,48
29199,968,2022,1,Couples,49,4,5,13,52,100,London,52,Africa,East Africa,Uganda,19,6,Lagos Water Park,"374 Main Road, Lagos",Water Parks,Lagos,Winter,25
29200,387,2024,10,Friends,279,5,3,10,39,75,Beijing,39,North America,Central America,Costa Rica,15,8,Nairobi Grotto,"161 Main Road, Nairobi",Caverns & Caves,Nairobi,Autumn,58
29201,967,2022,11,Friends,326,5,2,5,21,42,Cape Town,21,Europe,Western Europe,Germany,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Autumn,35
29202,572,2020,5,Friends,326,5,3,11,42,84,Madrid,42,North America,Caribbean,Jamaica,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Spring,5
29203,1558,2023,9,Family,297,5,3,9,37,72,Accra,37,North America,Northern America,Canada,45,14,Los Angeles Cascades,"168 Main Road, Los Angeles",Waterfalls,Los Angeles,Autumn,45
29204,1099,2024,12,Couples,320,5,1,4,19,37,Stockholm,19,Asia,Western Asia,Turkey,9,1,Brussels Shore,"45 Main Road, Brussels",Beaches,Brussels,Winter,60
29205,2490,2024,4,Friends,238,4,3,11,44,88,Dar Es Salaam,44,North America,Caribbean,Dominican Republic,28,10,Riyadh Conservation Area,"147 Main Road, Riyadh",National Parks,Riyadh,Spring,52
29206,1061,2021,11,Friends,339,4,5,15,59,116,Port Moresby,59,Africa,Southern Africa,Namibia,9,11,Brussels Monument,"97 Main Road, Brussels",Points Of Interest & Landmarks,Brussels,Autumn,23
29207,669,2021,12,Friends,146,5,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,46,10,Taipei National Park,"151 Main Road, Taipei",National Parks,Taipei,Winter,24
29208,273,2022,5,Business,190,4,1,2,9,20,Istanbul,9,Asia,South Asia,Nepal,24,14,Phuket Falls,"48 Main Road, Phuket",Waterfalls,Phuket,Spring,29
29209,743,2021,5,Couples,55,5,2,8,33,64,Berlin,33,Europe,Eastern Europe,Czech Republic,90,5,Surabaya Nature Park,"200 Main Road, Surabaya",Nature & Wildlife Areas,Surabaya,Spring,17
29210,2059,2022,1,Family,269,5,2,7,29,57,Copenhagen,29,Europe,Northern Europe,Sweden,96,9,Brussels Hot Springs,"369 Main Road, Brussels",Spas,Brussels,Winter,25
29211,1827,2021,11,Family,320,3,3,10,41,82,Chennai,41,North America,Central America,Guatemala,9,1,Brussels Shore,"45 Main Road, Brussels",Beaches,Brussels,Autumn,23
